symbol,firm_name_schedule,fiscal_year,first_appointment,actual_disclosure,revision_count,delay_days,postponed,advanced,long_postponement,first_doy,actual_doy,actual_month,april_disclosure,after_apr20,name,industry,loss_current,negative_eps_current,large_profit_drop_current,revenue_drop_current,bad_news_realized,severe_bad_news,lag_size,lag_profitability,lag_leverage,lag_revenue_growth,lag_profit_growth,lag_eps,lag_book_value,lag_cashflow_ps,lag_liquidity,lag_margin,lag_inventory_turnover,forecast_available,forecast_bad,forecast_severe_bad,forecast_yoy_min,forecast_yoy_mean,forecast_value_min,first_forecast_notice,last_forecast_notice,days_forecast_to_report,industry_group,actual_doy_pct_year,first_doy_pct_year,late_disclosure_q75,late_disclosure_q67,initial_late_q75
002055,ST得润,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,ST得润,电子器件,1,1,1,0,1,1,4.300274132801622,-13.2,73.96,-2.86,56.73,-0.5314,4.06,-1.7758,1.05,14.48,3.83,1,1,1,-654.175,-333.45375,-600000000.0,2022-01-29,2022-01-29,89.0,电子器件,0.75260663507109,0.7755924170616114,1,1,1
002076,*ST星光,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,*ST星光,家电行业,1,1,1,1,1,1,1.4678743481123135,-60.1385,93.44479999999996,-5.44,107.25,0.06,0.0921,0.02,0.41,33.53,3.89,1,1,1,-714.96,-618.905,-200000000.0,2022-01-29,2022-01-29,89.0,Other,0.75260663507109,0.7755924170616114,1,1,1
002077,大港股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,大港股份,房地产,0,0,0,0,0,0,2.2617630984737906,3.43,31.35,-7.73,120.59,0.17,5.12,0.57,1.12,40.85,1.85,0,0,0,5.4,33.17,0.22,,,999.0,房地产,0.75260663507109,0.7755924170616114,1,1,1
002096,易普力,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,易普力,化工行业,0,0,0,0,0,0,3.045474365448805,0.99,47.92,-20.72,112.16,0.14,5.47,1.42,1.25,31.85,5.15,0,0,0,5.4,33.17,0.22,,,999.0,化工行业,0.75260663507109,0.7755924170616114,1,1,1
002098,浔兴股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,浔兴股份,服装鞋类,0,0,0,0,0,0,2.827313621929028,27.86,58.95,-17.16,279.23,0.5603,2.29,0.73,1.02,35.0,4.21,0,0,0,5.4,33.17,0.22,,,999.0,服装鞋类,0.75260663507109,0.7755924170616114,1,1,1
002124,天邦食品,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,天邦食品,农林牧渔,1,1,1,0,1,1,4.688039663810386,45.744000000000014,43.25,79.2,681.5570999999854,1.91,6.68,3.39,1.14,42.22,3.45,1,1,1,-228.31,-221.9375,-2541000000.0,2022-01-26,2022-01-26,92.0,农林牧渔,0.75260663507109,0.7755924170616114,1,1,1
002180,奔图科技,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,纳思达,电子信息,0,0,0,0,0,0,5.357340706997498,1.47,68.15,-15.93,-80.5,0.1272,0.0921,1.87,0.97,32.42,4.51,1,0,0,463.595,985.3449999999999,1.01095,2022-01-22,2022-01-22,96.0,电子信息,0.75260663507109,0.7755924170616114,1,1,1
002181,粤传媒,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,粤 传 媒,传媒娱乐,0,0,1,0,1,0,1.803358605071407,7.56,13.44,-25.31,273.44,0.27,3.67,0.07,3.84,34.96,3.88,1,1,1,-76.235,-63.105000000000004,0.0642,2022-01-25,2022-01-25,93.0,Other,0.75260663507109,0.7755924170616114,1,1,1
002205,国统股份,2021,2022-04-28,2022-04-22,1,-6.0,0,1,0,118.0,112,4,1,1,国统股份,建筑建材,0,0,0,0,0,0,2.2741856184723477,1.92,72.72,3.81,290.58,0.0885,4.65,1.02,0.57,27.52,4.06,1,1,0,-43.735,-28.79,0.0498,2022-01-29,2022-04-06,16.0,建筑建材,0.5132701421800948,0.7755924170616114,0,0,1
002252,上海莱士,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,上海莱士,生物制药,0,0,0,0,0,0,3.3541057741283047,5.83,7.030799999999999,6.84,117.75,0.21,3.73,0.17,11.346000000000004,61.98,0.52,0,0,0,5.4,33.17,0.22,,,999.0,生物制药,0.75260663507109,0.7755924170616114,1,1,1
002261,拓维信息,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,拓维信息,电子信息,0,0,0,0,0,0,2.7656899805486246,1.9,25.05,20.07,116.19,0.04,2.29,0.08,2.35,41.55,3.98,1,0,0,50.005,83.21,0.075,2022-01-26,2022-01-26,92.0,电子信息,0.75260663507109,0.7755924170616114,1,1,1
002298,中电鑫龙,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,中电鑫龙,电器行业,0,0,0,0,0,0,3.3555024224000256,6.85,37.29,0.39,5.25,0.45,6.49,0.09,1.41,39.22,1.45,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.75260663507109,0.7755924170616114,1,1,1
002337,赛象科技,2021,2022-04-28,2022-04-19,1,-9.0,0,1,0,118.0,109,4,1,0,赛象科技,机械行业,0,0,0,0,0,0,1.5282278570085572,-8.76,25.29,-32.05,-1035.18,-0.17,1.88,-0.04,3.15,7.59,1.06,1,0,0,110.945,122.3625,0.06,2022-01-26,2022-01-26,83.0,机械行业,0.42890995260663506,0.7755924170616114,0,0,1
002351,漫步者,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,漫步者,电子信息,0,0,0,0,0,0,3.012589390620414,14.04,20.41,55.59,124.85,0.31,2.31,0.32,4.21,33.17,2.5,0,0,0,5.4,33.17,0.22,,,999.0,电子信息,0.75260663507109,0.7755924170616114,1,1,1
002361,神剑股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,神剑股份,化工行业,0,0,0,0,0,0,2.9801108926510342,4.68,47.74,-10.07,-33.12,0.1,2.13,0.08,1.23,17.77,5.27,0,0,0,5.4,33.17,0.22,,,999.0,化工行业,0.75260663507109,0.7755924170616114,1,1,1
002371,北方华创,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,北方华创,电子器件,0,0,0,0,0,0,4.120012308970678,8.51,59.4,49.23,73.75,1.0935,13.66,2.79,1.39,36.69,0.89,1,0,0,60.0,153.33333333333334,2.1406,2022-01-17,2022-01-17,101.0,电子器件,0.75260663507109,0.7755924170616114,1,1,1
002409,雅克科技,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,雅克科技,化工行业,0,0,0,0,0,0,3.166740070447672,9.07,18.0,24.05,41.19,0.8927,10.18,0.43,2.24,35.52,3.41,0,0,0,5.4,33.17,0.22,,,999.0,化工行业,0.75260663507109,0.7755924170616114,1,1,1
002412,汉森制药,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,汉森制药,生物制药,0,0,0,0,0,0,2.1294214739848565,6.63,15.56,-16.48,-34.36,0.2083,3.17,0.32,1.93,70.3,2.59,0,0,0,5.4,33.17,0.22,,,999.0,生物制药,0.75260663507109,0.7755924170616114,1,1,1
002437,誉衡药业,2021,2022-04-28,2022-04-26,1,-2.0,0,1,0,118.0,116,4,1,1,誉衡药业,生物制药,0,0,1,0,1,1,3.4515735889872223,23.94,57.2,-39.55,115.03,0.182,0.84,0.0058,0.7,74.04,1.92,1,1,1,-87.5,2.9724999999999966,-20000000.0,2022-01-29,2022-01-29,87.0,生物制药,0.6158767772511848,0.7755924170616114,0,0,1
002446,盛路通信,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,盛路通信,电子信息,1,1,1,0,1,1,2.5217206229107165,6.24,21.58,-14.11,123.95,0.2,3.34,0.06,3.6,36.07,1.61,1,1,1,-1107.755,-665.4275,-223000000.0,2022-01-22,2022-01-22,96.0,电子信息,0.75260663507109,0.7755924170616114,1,1,1
002452,长高电新,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,长高电新,电器行业,0,0,0,0,0,0,2.810606789427302,15.85,59.44,34.73,57.46,0.4021,2.73,0.39,1.26,34.93,2.49,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.75260663507109,0.7755924170616114,1,1,1
002470,金正大,2021,2022-04-28,2022-04-30,2,2.0,1,0,0,118.0,120,4,1,1,金正大,农药化肥,1,1,0,0,1,1,4.549128795104466,-41.79,71.13,-17.28,-276.04,-0.9665,1.41,-0.42,0.76,16.62,3.86,1,1,1,2.08,56.35999999999999,-590000000.0,2022-01-27,2022-01-27,93.0,Other,0.9466824644549763,0.7755924170616114,1,1,1
002475,立讯精密,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,立讯精密,电子器件,0,0,0,0,0,0,6.830885033723939,30.29,55.86,47.96,53.28,1.03,3.94,0.98,1.29,18.09,7.25,0,0,0,5.4,33.17,0.22,,,999.0,电子器件,0.75260663507109,0.7755924170616114,1,1,1
002487,大金重工,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,大金重工,钢铁行业,0,0,0,0,0,0,3.5336865647082343,20.85,48.28,97.08,164.75,0.84,4.34,0.03,1.77,25.45,2.59,0,0,0,5.4,33.17,0.22,,,999.0,钢铁行业,0.75260663507109,0.7755924170616114,1,1,1
002491,通鼎互联,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,通鼎互联,电子信息,1,1,1,0,1,1,3.607126952241677,1.73,64.94,1.35,102.43,0.0391,2.24,0.27,1.0,15.31,2.78,1,1,1,-1338.855,-499.585,-840000000.0,2022-01-29,2022-01-29,89.0,电子信息,0.75260663507109,0.7755924170616114,1,1,1
002511,中顺洁柔,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,中顺洁柔,造纸行业,0,0,0,0,0,0,4.37248122183035,19.86,32.58,17.91,50.02,0.7,3.84,0.63,1.77,41.32,3.47,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.75260663507109,0.7755924170616114,1,1,1
002554,惠博普,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,惠博普,石油行业,0,0,0,0,0,0,2.514465452029545,-10.52,44.34,-50.49,-309.3,-0.17,1.61,-0.11,1.72,19.86,2.98,1,0,0,-34.27,79.605,0.06,2022-01-28,2022-01-28,90.0,Other,0.75260663507109,0.7755924170616114,1,1,1
002562,兄弟科技,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,兄弟科技,化工行业,0,0,0,0,0,0,3.005187432324746,1.18,43.52,52.56,-36.04,0.03,2.79,-0.03,1.41,24.47,2.73,0,0,0,5.4,33.17,0.22,,,999.0,化工行业,0.75260663507109,0.7755924170616114,1,1,1
002589,瑞康医药,2021,2022-04-28,2022-04-30,1,2.0,1,0,0,118.0,120,4,1,1,瑞康医药,商业百货,0,0,0,0,0,1,5.610716441536654,3.56,66.51,-22.84,128.16,0.18,4.96,0.24,1.29,18.29,6.75,0,0,0,5.4,33.17,0.22,,,999.0,商业百货,0.9466824644549763,0.7755924170616114,1,1,1
002614,奥佳华,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,奥佳华,医疗器械,0,0,0,0,0,0,4.271234729018849,11.7,47.16,33.6,56.06,0.77,7.1,1.16,1.89,34.3,4.09,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.75260663507109,0.7755924170616114,1,1,1
002634,*ST棒杰,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,棒杰股份,服装鞋类,0,0,0,0,0,0,1.9823798288367047,8.53,25.39,4.12,62.04,0.13,1.65,0.27,1.44,28.7,6.17,0,0,0,5.4,33.17,0.22,,,999.0,服装鞋类,0.75260663507109,0.7755924170616114,1,1,1
002639,雪人集团,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,雪人集团,机械行业,1,1,0,0,1,1,2.7459880404426023,-8.21,45.58,-3.65,-418.15,-0.2687,3.14,0.19,1.14,16.99,1.84,1,1,1,42.515,46.6875,-106300000.0,2022-01-29,2022-01-29,89.0,机械行业,0.75260663507109,0.7755924170616114,1,1,1
002685,华东重机,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,华东重机,机械行业,1,1,0,0,1,1,4.349245145149502,-24.5,35.17,-44.16,-400.64,-1.065,3.79,-0.12,1.83,2.86,8.65,1,1,1,-30.445,-21.176666666666666,-1400000000.0,2022-01-26,2022-01-26,92.0,机械行业,0.75260663507109,0.7755924170616114,1,1,1
300490,华自科技,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,华自科技,其他,0,0,0,0,0,0,2.5352828571130672,1.7,48.74,-19.22,-65.82,0.11,6.82,0.55,1.29,32.17,2.8,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
600763,通策医疗,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,通策医疗,医疗器械,0,0,0,0,0,0,3.0855729775537806,24.39,23.37,8.12,5.69,1.54,6.71,2.21,1.82,45.17,68.73,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.75260663507109,0.7755924170616114,1,1,1
600778,友好集团,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,友好集团,商业百货,1,1,0,0,1,1,3.022860940942244,-37.27,85.17,-62.68,-347.59,-0.9216,2.02,0.69,0.4,27.26,2.7,1,1,1,82.58,87.755,-50000000.0,2022-01-29,2022-01-29,89.0,商业百货,0.75260663507109,0.7755924170616114,1,1,1
600798,宁波海运,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,宁波海运,交通运输,0,0,0,0,0,0,3.170525563927154,4.66,31.49,-1.82,0.26,0.1378,3.01,0.44,2.02,21.35,33.85,1,0,0,35.0,57.75,190000000.0,2022-01-29,2022-01-29,89.0,交通运输,0.75260663507109,0.7755924170616114,1,1,1
600809,山西汾酒,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,山西汾酒,酿酒行业,0,0,0,0,0,0,4.948050418904635,35.09,49.11,17.63,56.39,2.536,11.22,2.31,1.64,72.15,0.67,1,0,0,75.0,75.0,4023548383.999988,2022-01-26,2022-01-26,92.0,Other,0.75260663507109,0.7755924170616114,1,1,1
600834,申通地铁,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,申通地铁,交通运输,0,0,0,0,0,0,1.3887912413184778,4.9,45.53,-54.26,8.31,0.1546,3.21,-0.24,0.49,26.18,26.29,0,0,0,5.4,33.17,0.22,,,999.0,交通运输,0.75260663507109,0.7755924170616114,1,1,1
600887,伊利股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,伊利股份,食品行业,0,0,0,0,0,0,6.877151731183959,25.18,57.09,7.38,2.08,1.17,5.0,1.62,0.82,35.97,8.1,0,0,0,5.4,33.17,0.22,,,999.0,食品行业,0.75260663507109,0.7755924170616114,1,1,1
600892,*ST大晟,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,*ST大晟,综合行业,1,1,1,0,1,1,1.3837912309017721,8.91,48.22,56.03,104.11,0.04,0.48,0.16,1.29,61.95,1.91,1,1,1,-830.825,-679.5675,-100000000.0,2022-01-29,2022-01-29,89.0,Other,0.75260663507109,0.7755924170616114,1,1,1
600905,三峡能源,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,三峡能源,其他,0,0,0,0,0,0,4.737513372975805,8.98,67.43,26.33,27.16,0.1805,2.1,0.45,0.7,57.69,68.56,1,0,0,49.835,53.8575,4023548383.999988,2022-01-27,2022-01-27,91.0,其他,0.75260663507109,0.7755924170616114,1,1,1
600919,江苏银行,2021,2022-04-28,2022-04-13,1,-15.0,0,1,0,118.0,103,4,1,0,江苏银行,其他,0,0,0,0,0,0,6.256248957581266,11.91,92.21,15.68,3.06,1.21,9.35,-1.31,,,,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.34218009478672984,0.7755924170616114,0,0,1
600939,重庆建工,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,重庆建工,其他,0,0,0,0,0,0,6.317164686747284,3.08,86.55,6.08,-41.91,0.09,3.91,1.39,1.06,3.68,2.9,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
601003,柳钢股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,柳钢股份,钢铁行业,0,0,0,0,0,0,6.306165791902557,12.97,58.94,12.49,-26.63,0.67,4.59,1.02,1.01,7.83,6.44,0,0,0,5.4,33.17,0.22,,,999.0,钢铁行业,0.75260663507109,0.7755924170616114,1,1,1
601006,大秦铁路,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,大秦铁路,交通运输,0,0,0,0,0,0,6.589792677239823,9.45,28.75,-9.5,-21.24,0.72,7.91,0.84,5.03,19.49,34.79,0,0,0,5.4,33.17,0.22,,,999.0,交通运输,0.75260663507109,0.7755924170616114,1,1,1
601012,隆基绿能,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,隆基绿能,电子器件,0,0,0,0,0,0,6.304137968011938,27.23,59.38,65.92,61.99,1.62,9.13,2.92,1.28,24.62,4.62,0,0,0,5.4,33.17,0.22,,,999.0,电子器件,0.75260663507109,0.7755924170616114,1,1,1
601106,中国一重,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,中国一重,机械行业,0,0,0,0,0,0,5.298467355299161,1.17,65.76,51.18,1.34,0.019,1.62,0.1,1.52,9.97,4.86,0,0,0,5.4,33.17,0.22,,,999.0,机械行业,0.75260663507109,0.7755924170616114,1,1,1
601139,深圳燃气,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,深圳燃气,供水供气,0,0,0,0,0,0,5.018272721225467,11.55,51.2,7.06,24.92,0.46,4.11,1.05,0.59,25.78,27.16,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.75260663507109,0.7755924170616114,1,1,1
601225,陕西煤业,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,陕西煤业,煤炭行业,0,0,0,0,0,0,6.858176303783071,23.18,39.78,28.66,27.66,1.53,7.02,2.11,1.41,27.46,20.97,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.75260663507109,0.7755924170616114,1,1,1
601233,桐昆股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,桐昆股份,化纤行业,0,0,0,0,0,0,6.129768905985113,13.71,45.19,-9.39,-1.64,1.52,11.61,1.52,0.65,6.32,15.38,1,0,0,166.99,170.6525,4023548383.999988,2022-01-29,2022-01-29,89.0,Other,0.75260663507109,0.7755924170616114,1,1,1
601366,利群股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,利群股份,其他,0,0,0,0,0,1,4.441356300749876,3.11,63.61,-32.57,-46.54,0.18,5.26,0.67,0.64,27.73,3.2,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
601369,陕鼓动力,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,陕鼓动力,机械行业,0,0,0,0,0,0,4.402441819416474,10.18,67.91,10.42,13.55,0.4115,4.15,0.7,1.31,21.9,2.55,1,0,0,25.56,28.349999999999998,676875000.0,2022-01-28,2022-01-28,90.0,机械行业,0.75260663507109,0.7755924170616114,1,1,1
601500,通用股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,通用股份,其他,0,0,1,0,1,1,3.5689691574413787,2.48,51.86,3.36,-12.6,0.1,4.21,0.18,0.88,13.15,2.3,1,1,1,-170.0,-73.33333333333333,-46505000.0,2022-01-29,2022-01-29,89.0,其他,0.75260663507109,0.7755924170616114,1,1,1
601619,嘉泽新能,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,嘉泽新能,其他,0,0,0,0,0,0,2.4087452888224363,5.73,70.04,-9.31,-32.45,0.1,1.66,0.31,1.52,52.14,529.4547999999976,1,0,0,296.535,300.23,795450700.0,2022-01-29,2022-01-29,89.0,其他,0.75260663507109,0.7755924170616114,1,1,1
601669,中国电建,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,中国电建,建筑建材,0,0,0,0,0,0,7.878742655427499,7.85,74.74,15.24,10.33,0.4632,6.02,2.81,1.09,14.23,2.47,0,0,0,5.4,33.17,0.22,,,999.0,建筑建材,0.75260663507109,0.7755924170616114,1,1,1
601838,成都银行,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,成都银行,其他,0,0,0,0,0,0,4.990432586778736,15.94,92.93,14.73,8.53,1.67,11.08,-0.22,,,,1,0,0,21.5,21.5,4023548383.999988,2022-01-05,2022-01-05,113.0,其他,0.75260663507109,0.7755924170616114,1,1,1
601858,中国科传,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,中国科传,其他,0,0,0,0,0,0,3.267284964075888,11.29,28.95,0.63,0.04,0.59,5.38,0.59,2.18,29.79,2.89,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
601900,南方传媒,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,南方传媒,其他,0,0,0,0,0,0,4.248066578757805,12.05,40.9,5.69,3.73,0.85,7.34,0.87,1.28,31.32,3.82,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
601985,中国核电,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,中国核电,其他,0,0,0,0,0,0,6.261033564132836,10.98,69.49,10.61,26.02,0.379,3.46,1.78,0.95,44.79,1.47,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603006,联明股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,联明股份,汽车制造,0,0,0,0,0,0,2.502255288122613,7.28,28.18,-12.09,78.58,0.51,6.12,1.28,2.39,22.6,2.38,1,0,0,25.505,47.415,111790750.0,2022-01-29,2022-01-29,89.0,汽车制造,0.75260663507109,0.7755924170616114,1,1,1
603007,花王股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,*ST花王,其他,1,1,1,1,1,1,1.9050881545350582,-4.7,68.32,-53.67,-153.32,-0.15,3.24,-0.39,1.06,33.92,0.84,1,1,1,-2615.1151,-1436.8998000000001,-520000000.0,2022-01-29,2022-01-29,89.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603011,合锻智能,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,合锻智能,机械行业,0,0,0,0,0,0,2.238579763018133,1.53,36.49,20.58,-5.15,0.06,3.75,0.08,1.63,33.64,1.01,1,0,0,143.215,430.4375,45000000.0,2022-01-25,2022-01-25,93.0,机械行业,0.75260663507109,0.7755924170616114,1,1,1
603016,新宏泰,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,新宏泰,其他,0,0,0,0,0,0,1.6937790608678513,7.61,13.14,0.3,3.58,0.42,5.49,0.49,6.12,37.5,2.9,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603038,华立股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,华立股份,其他,0,0,0,0,0,1,2.2679936482244267,3.15,32.18,-4.89,-63.76,0.18,5.88,0.21,1.55,17.59,7.34,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603051,鹿山新材,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,鹿山新材,其他,0,0,0,0,0,0,2.4087452888224363,19.8,33.53,27.24,60.88,1.68,9.31,0.26,2.19,22.68,6.4,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603083,剑桥科技,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,剑桥科技,其他,0,0,0,0,0,0,3.335413641116152,-19.56,52.97,-8.91,-1324.62,-1.12,6.6,-0.81,1.17,12.92,2.75,1,0,0,7.06,80.27,35000000.0,2022-01-28,2022-01-28,90.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603087,甘李药业,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,甘李药业,其他,0,0,0,0,0,0,3.544431549748063,17.01,7.030799999999999,16.12,5.43,2.31,15.92,2.21,11.346000000000004,79.71269999999998,0.64,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603110,东方材料,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,东方材料,其他,0,0,0,0,0,1,1.6389967146756448,7.33,19.81,0.55,-5.24,0.25,4.37,0.54,3.71,35.34,4.52,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603116,红蜻蜓,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,红蜻蜓,其它行业,0,0,1,0,1,1,3.2928695047765273,2.26,27.67,-12.72,-39.83,0.14,5.93,0.46,2.75,34.2,2.29,1,1,1,-729.5,-399.0,-52750000.0,2022-01-29,2022-01-29,89.0,Other,0.75260663507109,0.7755924170616114,1,1,1
603158,腾龙股份,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,腾龙股份,汽车制造,0,0,0,0,0,0,2.929592471049446,13.88,52.26,71.44,27.77,0.52,5.5,0.76,1.26,29.59,2.69,0,0,0,5.4,33.17,0.22,,,999.0,汽车制造,0.75260663507109,0.7755924170616114,1,1,1
603185,弘元绿能,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,弘元绿能,其他,0,0,0,0,0,0,3.4375293109095457,27.18,45.69,113.30899999999885,186.72,2.314,10.62,0.34,1.21,27.47,4.11,1,0,0,195.5,209.25,1515000000.0,2022-01-13,2022-01-13,105.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603197,保隆科技,2021,2022-04-28,2022-04-28,0,0.0,0,0,0,118.0,118,4,1,1,保隆科技,其他,0,0,0,0,0,0,3.5354368568703585,16.56,64.93,0.3,6.33,1.12,6.97,1.39,1.35,31.88,3.18,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.75260663507109,0.7755924170616114,1,1,1
603223,恒通股份,2021,2022-04-28,2022-04-22,1,-6.0,0,1,0,118.0,112,4,1,1,恒通股份,其他,0,0,0,0,0,0,4.042524813492304,11.24,30.23,-20.46,681.5570999999854,0.43,4.08,1.09,1.66,5.89,427.36,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.5132701421800948,0.7755924170616114,0,0,1
603229,奥翔药业,2021,2022-04-28,2022-04-20,1,-8.0,0,1,0,118.0,110,4,1,1,奥翔药业,其他,0,0,0,0,0,0,1.6272778305624314,12.73,18.44,32.91,54.0,0.32,4.71,0.58,4.02,56.43,0.94,1,0,0,58.525,59.5875,135600000.0,2022-01-20,2022-01-20,90.0,其他,0.4604265402843602,0.7755924170616114,0,0,1
